X,Y,NO2,NOx,PM10,PM2.5
542015.9061,159513.4476,54.51924666,119.9127504,20.95922462,11.39223939
518741.9985,178019.4002,39.60960785,92.19534521,13.56755,16.59108
549935.5881,181211.3308,22.15355014,47.15342848,22.7019534,10.40340936
548285.8614,195089.0869,27.9792409,171.6901824,24.14028422,9.673782393
523248.7027,159212.9633,11.86975495,74.58699267,18.14242663,11.98021677
517299.6862,170237.0308,47.12979912,32.98944512,18.59369207,6.978465045
540949.7302,184670.6643,45.69160611,49.04047251,14.0763391,16.30238145
508385.149,199096.8537,40.95060942,49.18846469,24.71147359,14.48557813
511994.4921,193172.3446,38.52743384,41.30046981,19.20201646,15.62288005
500441.7362,193092.2778,56.29110096,87.82406727,24.53447806,17.54203962
547215.4627,178273.2138,43.57357802,10,18.85738258,8.837390615
539891.0514,180393.4605,33.34425811,99.55627368,23.48301173,12.06194916
542309.9227,193636.1042,41.7667391,95.36020583,26.43745656,11.62146061
546843.7419,194133.1514,64.57006132,63.58802071,24.87100648,18.33716789
527534.9465,191102.3554,47.46600268,97.89281986,23.26389447,10.34241601
534124.4718,191835.7074,35.32098143,47.68143423,21.37955329,4.839371317
508387.8199,194583.3437,39.46633068,53.94192212,24.8631032,10.15982667
506871.8044,160120.1869,45.56054481,88.73873911,18.38377405,15.54401055
540104.1777,168168.772,34.94696757,69.76146894,20.82655558,14.13195714
528265.7724,198925.109,33.88546558,59.37233118,24.07952627,11.6257796
533914.1664,179514.9272,39.86413635,72.16164129,31.22321073,10.47950239
545899.9314,162940.8737,58.22908138,107.9691107,18.32810444,13.36390262
538083.0992,177637.5035,49.49171816,106.9998831,16.68874817,14.26474298
533214.764,184060.2879,35.08565366,85.65315889,23.71126064,12.86814718
533552.4296,192269.9893,50.42815513,66.11421762,29.24275316,10.60428466
518237.0059,191547.9527,40.10288094,88.03532062,26.87061266,11.87602928
501849.0701,157215.8672,44.13506017,53.43881622,22.13112115,9.812563783
526203.0434,175408.6244,43.04348586,104.2237074,29.35378688,16.13568601
512875.0804,155925.6075,14.67691629,98.76062194,11.13908304,11.47337568
524511.7186,194967.0256,5,123.2897476,28.06864838,8.260161453
551204.1844,162825.7734,42.71945705,54.94557904,20.11487821,21.03768391
514036.3692,183119.3613,29.76566479,51.84256122,25.7799291,9.086404937
503498.1645,180677.8267,20.32884892,88.78310431,28.04788503,8.427113389
516883.0335,183148.8246,30.13588813,68.1559424,23.16228407,7.185891423
517615.6255,180353.748,51.09571034,99.98297906,22.42084521,9.251516923
539714.9909,187201.4905,44.29390824,107.9427509,19.65103409,14.98490949
533421.9291,183174.9485,49.26113443,117.5701177,32.14899976,5.675790612
547033.8925,159063.5111,45.43714669,76.45995744,24.06684126,12.64424597
539858.8124,171504.5578,28.97401618,97.00961545,23.33405869,9.668415658
524383.2117,179596.7046,49.3185381,62.07601247,31.05665638,8.753978085
548841.2231,169633.8842,47.02887598,80.43037503,18.98495711,5.044310045
510018.3752,189214.8898,38.59020023,73.66407506,20.50135118,11.8228941
501362.7244,169305.3972,40.70608226,72.33066349,27.62458171,5.14533118
505402.8716,192290.7878,49.50959028,120.5979175,32.64613079,10.87745087
543341.561,161603.0174,31.00660821,41.44800199,22.26719957,13.36556586
527712.6338,189622.6654,53.05459558,74.87554426,24.31950584,2.964110055
509676.3067,163255.9448,46.78112758,76.34426295,12.4694345,14.77548414
530062.6865,178760.6876,40.02709476,91.08251982,29.69327759,4.090743182
509138.7262,169423.5968,58.37483685,47.57069216,15.50103858,19.26368619
541779.2225,183680.0496,24.46802118,67.52537144,18.76339517,11.22315087
526769.3765,164573.3184,34.47778273,60.10583173,23.13042111,8.548056726
522861.2736,190793.438,31.81299041,18.70220533,18.10579424,12.81953454
518090.7253,180811.274,44.29709256,104.061951,10.36287398,8.395519243
537816.9556,198077.2919,54.18895678,38.25169177,14.58574998,2.283161143
521708.7566,187029.6648,28.20373673,34.91952989,22.59066842,16.55358786
505258.9952,182332.7993,79.66597681,98.69070058,30.97769381,10.61075819
507080.3541,192312.1411,32.04692444,66.62862275,30.49480909,12.30283088
557713.8599,164885.7155,44.32820167,67.49289845,24.29212424,11.33879567
554514.8414,183473.4107,40.03223563,67.96950248,22.94032262,8.678038767
541982.428,172568.1732,40.55387816,101.8592671,26.78589347,7.532074019
515952.1977,188470.5941,30.49106219,61.20447306,29.95398219,14.91791493
558150.5826,156101.1234,52.81055769,89.87664211,22.70236347,14.04939907
546725.0542,174247.0443,29.75294494,46.47059783,22.90850414,11.82667657
543013.4113,184326.5856,18.77285099,83.25112779,23.22129323,16.08687552
526961.6901,175728.7701,26.53603081,97.56729134,28.05762789,11.70239859
516334.4937,165708.7218,57.34378743,110.1274098,13.7891297,16.47062472
505783.4577,175895.7163,55.00564225,36.27176408,22.09832515,17.90377811
554156.1438,193238.5036,15.9131718,67.58257804,24.40360198,16.33020038
527346.5774,164307.7558,49.76475518,114.9590864,10.64039031,13.64186804
512141.8019,171522.7474,16.21680492,98.04672272,27.50283472,7.961260614
518357.3974,199565.0985,39.67326578,70.02470052,28.45709598,13.77382289
534753.1741,196076.7726,25.50698128,75.09522691,10.32334866,10.10390431
510606.367,156528.5754,50.68937843,82.42546804,19.5198491,14.88066184
551396.857,178864.9385,46.65593084,65.67545803,19.71952343,18.46119071
545511.1718,157943.5862,51.75495109,88.67875781,16.66688939,11.63936642
543167.7774,196575.7216,36.45712227,87.26272079,17.49428796,7.521115691
525925.5824,174869.5211,37.70405272,47.13047928,18.8655299,14.80556367
537638.5304,173829.6652,22.00905053,62.75569987,25.65966056,11.96668057
535045.8781,167282.5714,27.63418481,63.6478254,29.48459566,18.14541077
538990.7961,180596.8541,51.38240122,68.61193422,25.3109258,12.21648344
505066.6593,161524.9425,44.40717957,81.74690925,16.51684511,11.71882201
524948.4441,190952.975,41.25201994,79.51185233,26.74619033,12.38356878
502496.8504,177104.4655,55.14536512,57.00610522,25.62398436,13.23214682
529639.4492,180490.8301,24.39829377,108.5068681,5,4.073365337
519791.6727,192836.2136,48.64177479,75.1264042,29.43943372,8.753559363
508671.4513,163331.6948,25.85012057,111.5904766,22.80117296,16.42808839
506204.1781,162883.2383,57.73448645,111.0046673,23.02394827,9.391742284
535258.6743,173936.0753,46.53369007,48.51992086,11.54253668,11.8836016
510235.5781,190375.7709,51.57401633,62.74153353,31.68350475,11.08344993
555507.2071,157634.5499,31.58023883,64.56836638,24.0217795,9.252639701
534863.6684,190782.6592,66.1851787,82.8327635,26.6506717,11.35569487
520812.1883,177534.0467,63.98269469,93.16022505,14.05726569,7.913157822
535454.9295,180279.3552,45.16454825,78.67315858,25.07066356,6.076218357
501368.2323,180397.3672,54.10314056,61.22737827,25.19024562,12.82423085
557513.5528,157527.5325,36.3773585,116.2900921,21.06663058,18.4470401
528938.2062,166239.6859,24.77822521,64.03933589,14.24095305,14.9885736
546964.1136,188988.3853,49.54948621,93.54571342,21.63130482,15.07212002
504963.8,173552.0654,28.96827894,74.07093492,16.26963866,16.21736005
529199.4999,180223.2642,55.72264173,73.37082801,17.81068857,12.82218952
529442.4197,197519.088,52.57429766,91.84380836,28.96020411,12.09455044
556269.5873,157082.2296,42.82267181,113.5750661,22.52048215,8.56308126
534303.6831,175235.6165,42.15155059,82.62478753,21.51476088,15.15274027
528409.3641,171257.336,51.8714618,62.77915764,14.9472986,13.10838057
516018.5398,159790.2242,43.29476828,112.001813,21.72519664,9.247157623
519894.1398,197785.7457,35.14645927,87.3461133,21.09890211,10.74024913
531240.3441,198265.6815,21.82591331,79.2590683,16.11018011,7.493937579
526334.6876,169016.9669,51.50679675,100.6918656,28.51002422,14.10102481
501296.7248,197602.2475,44.397268,83.05546866,28.22277094,18.17922434
549577.5155,156582.8123,73.06792092,136.423813,17.35303507,7.481649932
553769.6463,199140.3196,38.84906612,75.04642931,24.37497973,16.18009867
508414.9453,192616.9407,43.62443264,103.7413281,10.88367846,16.83650905
533242.1686,164644.8599,43.90604269,86.04970462,23.90943671,7.348276855
506514.5445,181979.6219,47.8090763,85.96711637,26.68806798,3.730145901
540334.4056,190923.4713,28.39745288,65.94807718,15.26333536,12.25161698
516874.027,169368.4534,39.07341697,66.07214145,22.09011374,11.3051277
539565.3581,170918.8306,49.93191303,87.41579281,22.76564174,11.11907462
543619.6769,183303.7749,36.00683886,53.29346732,39.33476009,16.50663543
546118.8495,161619.2323,49.48226493,60.61128017,37.48486881,10.59207404
506464.4568,160319.4774,41.16059162,75.38245764,23.93151453,21.67730864
554960.7107,166241.2375,44.82245281,106.0093192,18.01784123,5.856808419
513812.8395,188356.6885,53.81363696,77.01330304,23.46674878,8.530525499
502244.7534,171496.9652,37.27173286,76.61728303,28.75759585,8.509786272
533291.1482,177831.12,22.57778547,48.5346167,11.95621941,11.25078072
522255.337,163795.2751,36.80392084,117.3921836,9.451367834,17.6815781
549787.3846,163734.755,30.09333783,102.6778993,15.12421219,7.53265897
548495.0883,184270.3067,14.49116738,105.4926211,26.57407302,8.385929248
519028.3336,159876.8863,38.71982047,38.68365166,26.92382652,9.461191587
557173.9637,185052.8327,42.38836791,83.78882299,24.65376686,11.64087204
517455.0703,173031.5834,52.24913611,51.5436338,28.6645336,12.64639685
530903.4278,185207.1911,26.32827452,94.29073551,20.91048649,10.43915312
515357.9054,172177.8265,41.06231229,83.0423046,20.37428995,6.844578518
556162.6142,193072.3483,53.53709598,87.97075812,24.31058958,11.61094511
509876.4691,157500.0276,33.10423356,57.08473324,32.26771809,17.73417251
502694.6372,195198.379,46.43466111,49.00388859,24.46687153,15.6618116
526105.8236,167089.753,59.1726161,58.98180089,21.4255188,10.17234646
559542.5338,156914.3994,17.65102868,82.69501058,24.41700029,12.28582082
553500.636,180308.199,43.27185185,68.9442672,30.53722316,13.9972133
544916.4812,165095.9404,53.95467854,81.32900071,19.84108191,15.53991135
553447.5495,175664.1405,35.79144591,49.40071763,19.31243908,18.13814674
553606.7984,191104.1393,56.64111965,74.8365993,19.15577751,13.07440651
531131.5016,190619.6042,47.61066142,109.8775768,26.8916282,7.30974604
518955.7431,182017.3527,61.23228598,83.30839838,17.32448513,5.877945305
546320.7459,199004.2359,46.9895779,84.87268826,25.84398012,14.41145371
539699.6758,175868.7993,62.23046443,85.07275435,13.17338192,6.210140355
522419.4637,156772.4776,43.60000034,62.20175764,20.44181414,15.26297027
505668.0001,191874.1317,23.58645239,115.7935008,21.65046312,9.614699923
544807.3767,164958.2242,32.42799544,83.92560071,32.72725688,7.139181412
515747.631,162930.7464,52.22036158,79.43002316,27.82179155,14.05303223
556208.789,158150.4465,51.98427565,92.17433456,19.8643188,7.908118898
514458.2345,169755.4975,36.2727826,98.51734666,18.88846338,13.88847425
507365.4759,169677.1535,61.65160978,43.8598976,17.95475974,12.73052888
549866.7603,168624.7189,35.75238835,76.40907783,15.26664301,4.394259169
509197.059,181693.6823,45.5437239,130.8795342,31.6943737,17.66454406
510756.0985,188819.3976,45.211399,116.3828359,17.46363743,17.17473016
535962.9675,197199.5023,24.03435768,72.33993782,32.32513004,15.80628957
552473.7225,159232.2535,38.67409693,93.19998158,22.59569428,15.89150967
511786.0799,161767.1825,68.56395491,66.83478712,21.50506783,9.08518547
518619.4204,181542.913,28.93279733,83.84160795,22.58556056,16.63661838
546644.2903,159416.1017,47.50189093,63.54210776,29.25991092,15.03197482
558309.5856,171684.3928,26.14740925,63.11795249,16.87358061,3.631517751
530044.4712,183104.8504,28.8077299,60.20363473,25.04915527,8.138237921
508633.8502,190124.5264,23.02854715,117.0580327,21.76719569,8.968075285
500836.1773,164791.9679,51.29285169,62.988782,24.41977281,17.91113606
513779.3618,185059.3504,29.5433487,103.5442711,20.77327528,8.136744205
507909.3331,184064.135,55.20992975,64.20843117,19.8341218,9.653483529
540659.5204,193682.7257,33.62415845,61.34650595,25.15147194,6.863995126
507309.9503,169118.6373,41.53599113,84.73513549,13.71653664,10.0899191
530379.7959,188754.1339,44.93656992,42.53167587,30.36358852,16.1375757
541655.7461,188839.9939,20.59748412,91.61666163,22.64771895,6.306537771
534866.9966,165763.7544,42.443791,71.59675485,18.70311248,13.88738023
511986.5391,182952.1027,44.19877341,61.23101507,24.21156607,8.49220794
548247.4716,185382.2939,53.68020385,55.86289514,17.83296739,19.53423212
542924.4278,167349.2786,28.48595933,124.2834041,22.47305461,12.45962685
544339.0402,175330.9998,30.19573783,74.14224155,22.51012508,11.66372943
507863.4651,174609.9977,47.91457555,73.08803915,29.54891827,9.676367725
507425.2282,189807.9306,56.9487037,96.82378721,23.67305789,12.85980444
555653.7531,155031.1065,32.88996993,53.9588567,15.28241862,6.116322966
523854.6916,177546.1975,25.17755613,103.3574398,25.48719263,12.38947648
518056.9215,163295.3366,36.19926241,74.10645062,26.3260813,9.652870184
529315.0427,184107.8886,27.84012391,40.40575488,12.32647866,9.479550502
539771.8528,185616.5988,44.77337319,61.73766446,14.87087244,20.23892246
557337.3954,177550.6929,27.04198268,47.6210606,34.05897464,17.61572247
517186.7736,179391.3294,51.67485653,77.02884097,20.00981598,17.84100705
555488.5058,169177.6185,42.55140032,55.16022268,20.15075408,15.40105198
501491.5695,169099.5206,52.0491993,52.40747201,21.79028756,13.6321061
533311.8825,188530.2677,10.92029658,82.30503495,18.15504705,17.87103627
538038.5067,160927.9115,18.90219147,76.09835236,11.36480085,13.31244736
506353.8442,189717.6492,55.51207149,105.2289207,15.26653201,14.47315534
508420.3758,184475.5932,31.36574823,104.1212583,18.16627136,17.54732066
525146.8592,194801.3608,22.40340698,76.53417597,18.98216179,15.26450804
557973.9147,166706.5111,37.56761912,87.49120583,17.38357873,13.77367678
535762.5532,177778.0573,42.90814897,39.81180698,13.04858977,15.1825641
555981.3933,156754.528,38.10382577,92.40102361,18.67877281,12.44401096
548261.6549,196062.7959,45.61616976,85.26753753,28.69155878,14.03149355
528042.8961,185392.6157,43.99000223,98.85199028,17.96844462,14.41638121
547085.807,183029.3862,43.36181612,67.34432363,20.90616024,7.062120219
501070.207,187971.014,56.18045186,67.56214904,30.66309004,9.054663522
506548.6398,167794.7986,39.82983608,67.71827904,17.87563566,14.91165168
549765.7169,182173.7121,39.47703697,110.8646052,40.34265878,12.52727048
547809.0253,191041.486,49.63373787,82.0730722,27.35175905,11.92930117
513958.4445,159063.25,46.63191649,37.60098745,22.46357096,13.17414325
531846.1754,198146.76,29.16570109,91.10953305,20.51164893,4.06911849
536360.9492,195134.9061,38.89463503,63.41754576,30.05253265,11.32230812
552064.3372,198335.8475,45.25874918,102.1145196,17.84084667,11.35668228
536186.4294,191375.6829,32.95806232,88.46877474,19.40384511,12.72001705
524754.2942,168243.9992,33.52989453,106.0111062,31.64365188,15.41979686
522451.0426,181169.996,23.30249802,100.9714833,19.74692896,10.53911674
525552.9252,160407.309,5.406647644,98.434174,19.19987175,17.37721524
539115.8615,188937.5029,35.5110563,103.3618606,18.02554194,8.106197394
552049.4379,161913.785,41.52742957,95.3764804,10.40576567,14.77504714
527233.8129,194007.0771,26.85502975,57.65394135,28.08899177,9.923767165
514870.3738,165825.0629,56.53446574,46.41037662,21.74206958,16.67127967
514199.7418,162218.5358,27.43959791,54.24366416,28.41793826,12.88344622
544760.8568,158190.6964,50.95036669,93.26737106,20.98664767,7.175609518
548994.1258,187011.4308,45.02404046,19.4150769,19.46749972,12.41302547
506316.6848,163379.17,66.1160247,74.61501567,18.01945287,13.60231908
503993.5314,163895.0515,46.47807187,68.35340178,26.10384047,12.90172556
535666.0198,162636.3472,22.64468723,105.5961129,17.17477179,13.31546766
508770.3947,168760.7805,52.65239927,72.06969212,24.30701703,11.10040708
549479.8514,197354.5145,60.37098202,65.78706435,22.228725,9.763479538
518620.0804,176897.9755,18.73345277,107.9003775,15.74427679,5.424443863
508632.316,166739.5073,47.66954689,72.70230124,19.31040162,14.331935
555258.2283,162667.5842,50.32377818,68.66416754,22.06038804,14.03074287
509931.9034,155850.5639,37.44606184,62.76934993,20.13705242,19.64018839
517083.2049,171424.6691,10.93654406,82.14101687,33.37162124,11.83422101
509216.8037,159952.7663,36.44850531,66.71293911,23.41007038,13.11006878
506929.4038,156215.5398,33.02716943,66.80326141,20.8234304,12.60392111
501268.881,159634.0868,58.35731036,111.2558163,19.82133313,15.46554485
503323.7245,169333.4682,38.93690448,76.2223086,20.62452328,9.942500906
510478.4883,188788.8666,35.052266,63.79457612,18.35315528,12.60246871
503202.916,158014.3813,32.96185037,50.12237775,17.06141221,12.10890795
535468.629,185540.3266,43.9089714,79.96283033,25.59168387,14.97423982
540842.8716,182924.4138,40.68241831,61.00628351,31.23997735,20.88702784
523617.8274,194689.5592,30.52066087,65.79167985,19.29574132,13.32389755
519079.4658,163279.4154,43.16824749,53.71176853,24.5762964,6.221098481
530271.5742,190742.0468,33.3129408,79.9224829,18.01435256,7.311511835
552500.2965,193918.9348,8.892882596,42.41686049,22.62261878,16.22064608
551067.8976,198941.7859,48.01627484,85.2866589,14.1490452,5.344431364
502608.5037,191384.7211,46.87820922,61.33819067,16.87902676,13.26595375
510889.9046,160569.569,42.39686951,92.9159553,16.66493198,9.077434571
514204.6923,197620.8055,34.69038733,87.13157644,21.12864485,22.79197301
514963.2545,191674.6424,39.13527802,77.60016608,14.98084551,7.151001928
534273.9591,164554.6333,49.83139177,96.15357247,8.556928023,9.35224007
524975.7455,162433.883,32.41826006,113.9237463,13.779594,15.12536462
502955.2472,197138.6368,50.31574978,106.7123659,20.95270463,11.07279929
522416.8483,162006.4382,22.3018283,42.22838575,17.24480016,9.123214646
531425.1769,189969.6523,42.01795125,59.86585385,18.52531368,8.137988053
506100.3142,173236.6664,40.3090894,62.92642372,23.58686787,9.372381581
550007.5132,187571.2369,52.03221985,90.96525094,17.0735982,8.375039406
503117.712,159133.3121,28.97284685,61.94427292,21.51951007,11.9492516
555490.5121,187627.6229,30.28227822,60.96290235,34.81998721,19.70043263
505946.7885,178036.012,23.26606812,56.64560207,19.7139816,20.24997257
550614.4971,195517.0273,33.19918653,82.47222617,20.76688467,20.1809122
554159.1886,163477.9288,43.06501566,90.86691025,24.28275602,11.47925368
558774.2408,159921.0235,18.42587868,44.7098238,17.09367815,14.86339989
548121.5528,163829.9134,34.68504988,62.14398388,18.44955429,12.50789011
546768.6524,158535.8915,47.32948424,27.62426923,21.42755203,8.717707025
538548.9966,199106.7743,38.76544731,15.20783479,23.16453128,4.783192249
546739.7813,160528.5482,40.90246635,87.11664553,16.41723377,4.951652608
508073.1325,164038.2926,21.92680983,82.88565835,25.34887579,12.62041643
532164.0822,191435.8586,38.79945292,79.31013169,31.27991692,6.545602672
530853.3722,166103.9478,40.34422643,114.6744489,10.52181524,8.818162897
551454.3286,165003.2003,38.03523994,33.10660544,24.34921087,13.47599985
527767.9619,185253.9401,41.83362153,22.99738749,21.4519394,2.671002161
523105.3698,172944.4354,36.29049457,46.91642025,20.21753917,17.87143028
538373.7963,192596.5619,34.52755077,22.00899968,23.95763897,12.21143355
515987.7991,183722.1206,27.52274966,59.66610198,30.2756245,10.49430186
508386.1047,167969.6623,51.69353937,89.57148578,23.54268433,9.44648155
528672.6364,181906.5474,25.28009985,82.41403746,27.75507308,13.89162935
525013.3621,193990.773,41.895364,100.6879077,21.76608127,8.141052065
513954.1964,171401.7332,61.7583649,84.26918525,24.19047301,17.28285789
522050.7086,188141.1825,53.21722034,64.89899144,18.73666451,15.47031544
521983.547,173712.4841,46.11237685,61.85096057,22.2273726,9.102106048
519649.7339,179438.3029,42.99690599,85.93638025,20.36825649,11.21538771
522767.8448,188016.5013,38.46674502,36.74594156,22.64090226,16.85196212
541144.6007,157723.7317,29.18380575,10,12.06862814,13.62304505
517812.5885,175472.7285,36.95402352,84.75558149,15.30933399,11.09518578
556931.4756,159284.6082,46.89850773,80.85728725,29.12870691,9.022327799
554980.8812,187625.2495,44.67657937,114.232471,30.3644462,11.55058165
528854.6257,182351.2819,49.46466992,92.41088673,11.61122313,10.3458501
519701.6723,169711.8347,54.63606238,82.72946012,18.59792922,13.23616823
532126.0874,158432.6681,38.09851393,67.19673996,17.5129252,10.74451849
550913.6293,196661.1108,42.30221782,54.72178445,23.52007267,8.130247184
539155.2404,169175.1674,17.21114364,67.9936696,21.49739917,16.38996791
548263.5097,167391.955,67.0743733,98.87834879,26.08144305,14.17372191
531963.3366,159545.2237,35.03381308,86.59159172,13.89245749,8.009597346
537975.0578,180980.8944,47.82031032,98.35576947,24.09969985,9.64135486
517289.3369,166954.4055,35.02567313,77.66783773,19.99684688,14.83946887
544093.5897,192928.3887,34.74705563,52.51144039,17.57652244,8.644992025
512144.2756,185724.5053,37.15597702,104.0144837,24.65030576,11.3192995
541687.8877,155176.1708,25.05857596,101.752142,20.5171125,10.83675863
551643.1441,180455.3575,10.23744824,79.63808926,21.39570153,9.106646232
507926.1702,165432.5605,53.91628084,88.89916535,30.01806452,7.753621542
536862.7844,155691.5204,46.54843068,87.52379188,22.42539269,11.78085689
505705.7449,182871.5223,29.0097417,63.29006326,33.66984494,8.278309772
543542.9377,164221.1462,45.42292547,68.49778698,8.021440185,9.614200874
505069.5931,195483.6114,49.88720796,52.25817073,21.94260213,15.39777709
556156.3894,180802.1333,31.68375661,68.40474117,15.33038512,9.131598074
508244.4758,164413.3299,44.94217548,100.7710373,16.43147248,13.82939433
557532.8148,199060.7348,52.08163943,96.02637226,18.06651795,15.82906775
548053.0506,179589.8705,22.739772,88.96156391,27.5354806,11.57153733
535620.9203,162446.2477,46.4009342,98.97945296,19.56000077,14.03935606
546957.4463,178275.8977,44.37264603,65.86714422,15.15057557,8.572174355
547706.8903,198170.7076,62.56540803,45.66704239,25.95834358,14.964738
556761.6238,174089.4604,46.68442304,71.07808895,14.90571435,14.58025608
515203.0012,174140.548,35.06942861,73.05780065,32.03209501,17.81999861
535404.5537,175750.7025,36.45773213,91.89343495,14.25377315,16.68773441
505702.9519,167604.6598,64.28072419,87.78616974,20.27612395,13.0577945
536969.942,162280.2626,35.7417939,100.2645117,33.5464451,23.04140594
510277.4782,181051.7467,47.03375362,24.62730776,20.05231602,15.53507809
533897.0367,195239.0089,37.13943339,55.04920287,24.54181372,17.09155406
534345.8308,188107.8384,52.97514412,72.71601027,21.34283403,10.15565835
527959.1092,159328.4333,53.56804075,86.98384457,21.9920664,10.52501651
531357.9065,173038.2039,39.72798677,127.3596591,17.08906797,12.28927974
545835.4034,155238.3146,35.11886581,50.56729457,24.71915468,7.990584469
547954.683,168857.3174,34.83270334,57.25414975,29.96400616,12.15139834
529529.1929,185121.9467,19.27287783,64.41682798,10.3474569,11.84290357
535975.6065,168060.5428,41.20670719,56.36076705,16.45394543,16.37688134
555874.1741,192825.1244,40.96475507,52.79408862,18.68425831,16.66881178
507184.0153,176482.2896,30.20641665,76.14793509,16.67617169,12.48426182
507026.214,185112.5673,17.98226648,99.59111733,25.85605672,10.50910474
505262.5407,194773.935,42.47542595,77.98376926,18.36408725,19.16201531
539471.7971,185726.4639,43.99147609,53.5071433,22.48575081,5.918449799
525116.498,195379.6792,44.73574288,70.09450705,30.94661885,5.792906118
546459.285,191362.941,28.12073848,49.03523167,11.23105127,13.9227732
540273.8848,180517.891,44.76127703,99.57569999,23.90199957,11.72259632
520018.2655,168375.4895,37.85700987,111.7788228,21.26360568,10.77109429
553901.9928,168416.4082,50.37385484,35.12156078,21.28132628,4.683094139
545751.9288,194389.899,28.30214828,80.72565928,16.5696287,8.486898941
516232.0965,157424.7903,53.80243855,55.54486608,19.71644265,17.91189089
521851.5211,197364.6582,58.11983659,76.57192529,21.95242457,17.22975835
518866.3988,169717.691,41.39294441,72.86111222,20.89549383,15.16246165
509456.6989,188249.1977,44.84408812,41.47347808,26.18269834,8.735429019
508867.0024,169851.3389,49.40671087,105.2204167,15.43609168,10.66753096
556167.6478,197898.5625,27.69157537,71.2072632,13.61894246,10.39020741
526274.2422,156641.3314,34.16482381,63.24973111,9.962814565,9.292607538
522999.1894,170899.3494,42.21069427,77.90771305,22.8479921,9.823413926
543781.1425,194035.7471,64.3227342,53.23506441,26.53870644,11.59636405
533179.5839,167332.5443,25.64672444,70.40857865,14.95989013,6.097315938
556168.3992,167402.8764,59.65269466,29.06700754,14.42469001,16.72327948
546818.0896,195443.8317,37.68128341,16.07211836,33.33134507,11.45787471
528762.1738,192376.2014,39.58675622,50.74808361,29.66428424,9.991296456
522581.5684,159759.7038,54.61653223,61.69037638,30.00252831,5.694726591
559197.8927,181108.0959,64.25739378,31.07490824,24.09524291,15.13107535
543065.6142,165052.7835,45.0741495,62.56302217,26.23236027,7.831649722
557071.6796,164681.2222,53.97696384,61.6570128,20.2777277,13.9277756
507108.7146,182693.1794,28.95630826,73.46091716,13.45759938,8.476489072
551032.0208,160573.9774,33.64638046,90.35383482,13.76091571,12.45630551
